,EMOTION,TWEET_ID
393,SURPRISE,1400007383443771395
394,DISGUST,1341895594160361478
395,JOY,1458467976340934661
396,DISGUST,1353510207008157696
397,ANTICIPATION,1271130207215378433
398,ANTICIPATION,1407425572238774276
399,DISGUST,1277096817793159169
400,SURPRISE,1245369479737020417
401,TRUST,1250639771828920321
402,SURPRISE,1317671206741594112
403,TRUST,1284653052998254592
404,TRUST,1421110064929288195
405,ANTICIPATION,1278087887381131265
406,DISGUST,1248371074707812358
407,ANTICIPATION,1282010977408614401
408,JOY,1349130183245234176
409,JOY,1408806957922799621
410,DISGUST,1246555855845113856
411,ANTICIPATION,1394791035075796992
412,ANGER,1271678480040804352
413,ANGER,1305350449470603270
414,ANTICIPATION,1422234736269930499
415,DISGUST,1285796671511826432
416,ANGER,1258557774419513344
417,ANGER,1288878837921652743
418,TRUST,1255273646219767810
419,DISGUST,1342875862597820419
420,ANGER,1249173166171344896
421,TRUST,1268700577074200578
422,NONE,1278552600581943296
423,SURPRISE,1303456391051513859
424,DISGUST,1427355287871266822
425,JOY,1260634669466304512
426,SADNESS,1334997369553825794
427,ANTICIPATION,1420789383674830850
428,DISGUST,1466174713084870656
429,ANTICIPATION,1264986471158538241
430,TRUST,1269427264707387394
431,JOY,1246993993126350848
432,SURPRISE,1328404040653410308
433,ANGER,1387627024848728066
434,SURPRISE,1245933299874164737
435,NONE,1305043445132656640
436,ANTICIPATION,1413992191186325505
437,ANGER,1271228321762701313
438,NONE,1248067527340707846
439,DISGUST,1354315677276975105
440,TRUST,1374808566792650752
441,SADNESS,1311001749730332674
442,JOY,1349386803241914369
443,ANGER,1294371852488384512
444,ANGER,1385817231930527753
445,NONE,1246877567111569414
446,FEAR,1449960622439948289
447,TRUST,1335778123208675329
448,TRUST,1257661316426276864
449,TRUST,1333608476652802048
450,JOY,1288289714189905922
451,SURPRISE,1250814846066741249
452,TRUST,1345522157330157569
453,SURPRISE,1246302282406408192
454,DISGUST,1259245351535431681
455,ANGER,1355982273510846464
456,JOY,1420772401596534789
457,NONE,1270438113710612480
458,DISGUST,1347223074505175041
459,TRUST,1333362183741313024
460,FEAR,1308126007912587265
461,NONE,1246832948902391809
462,TRUST,1361166349012197378
463,JOY,1416406492450861065
464,SADNESS,1266135974867681280
465,ANGER,1259887266375204867
466,TRUST,1261007903890083841
467,NONE,1294143510497488896
468,ANGER,1311333893883203591
469,TRUST,1270758555885305856
470,TRUST,1421469420141137925
471,TRUST,1333158088183058432
472,NONE,1248925020644130822
473,SURPRISE,1263451635302518786
474,DISGUST,1316344223000657920
475,SURPRISE,1270865886484721665
476,ANGER,1397550431434313732
477,NONE,1293647364104900609
478,ANTICIPATION,1256333957341212673
479,ANGER,1285735307195879430
480,SURPRISE,1249857829269315585
481,ANGER,1263433961868414976
482,NONE,1263249103473033216
483,JOY,1249189171626983427
484,SURPRISE,1283178568240050176
485,TRUST,1282507635884007431
486,TRUST,1259678975393226758
487,NONE,1246908474296086529
488,JOY,1287428456402255872
489,SURPRISE,1386018882029301760
490,ANTICIPATION,1388160216928186371
491,SADNESS,1359384416485658624
492,JOY,1261048940268367873
493,SADNESS,1321320210557624320
494,FEAR,1252303148083011584
495,FEAR,1426680765539028992
496,TRUST,1283080363724746753
497,SURPRISE,1330693319630917632
498,SURPRISE,1449405482939072515
499,SADNESS,1451375911480307716
500,NONE,1251768307293847552
501,TRUST,1428380455913541635
502,JOY,1380266100991127555
503,FEAR,1462201797855137793
504,NONE,1266838150606983170
505,TRUST,1266512873427255298
506,SURPRISE,1379622276191154177
507,DISGUST,1346829064989007879
508,SADNESS,1276170257762222080
509,NONE,1376426936054988800
510,ANTICIPATION,1255335536044249088
511,SURPRISE,1254482798951321600
512,NONE,1295431165826838528
513,SURPRISE,1329620070775996416
514,JOY,1357728308314730500
515,ANGER,1252642023556907011
516,TRUST,1248346289487544320
517,SURPRISE,1349133530291265537
518,SURPRISE,1272582620929384449
519,ANTICIPATION,1391264270369832960
520,ANGER,1257783685719355392
521,DISGUST,1260297424494448640
522,ANGER,1270919679608074242
523,ANGER,1249533309580988417
524,ANGER,1322023042298507265
525,TRUST,1354490252438732800
526,SURPRISE,1264683930801909760
527,JOY,1253446940437745664
528,TRUST,1393419147653046273
529,ANGER,1442611790056202241
530,SURPRISE,1416405330381230083
531,ANTICIPATION,1245208604661055490
532,JOY,1264803070040555520
533,ANGER,1341212114531348481
534,JOY,1422310516043751429
535,ANGER,1280516810568327172
536,JOY,1337626596417605632
537,TRUST,1412778242818330624
538,TRUST,1359221003176407040
539,TRUST,1392553579437772802
540,TRUST,1259138433852686336
541,SURPRISE,1308063303675965442
542,SURPRISE,1396510831567900676
543,SURPRISE,1247200480125751296
544,TRUST,1426245186267516929
545,SURPRISE,1250848872378757120
546,SADNESS,1257443006896095237
547,DISGUST,1252631831696080897
548,SURPRISE,1354984413650702342
549,SURPRISE,1260251286710243328
550,SURPRISE,1355892661518012418
551,JOY,1293645548906516485
552,TRUST,1257690105109778432
553,SURPRISE,1424932114948968450
554,SURPRISE,1359320092136378372
555,SURPRISE,1265876521865994240
556,SURPRISE,1288189112814632961
557,SURPRISE,1348905949206110208
558,TRUST,1342882043106127873
559,SURPRISE,1258914180494700552
560,NONE,1296497999556665344
561,JOY,1390049371731922947
562,ANTICIPATION,1255432981507866624
563,DISGUST,1255874852654690304
564,NONE,1387264704205266944
565,SURPRISE,1274123325292244993
566,DISGUST,1369505203393855491
567,TRUST,1280626652368773122
568,SURPRISE,1288575776380444672
569,ANTICIPATION,1254889196118061056
570,SURPRISE,1259647031800467456
571,TRUST,1251500215389040646
572,TRUST,1350887920530558983
573,SURPRISE,1394383204807741446
574,SURPRISE,1336850361647132675
575,SADNESS,1272245522401603584
576,ANGER,1285796295622496256
577,DISGUST,1248401947297636353
578,ANGER,1249056030744440832
579,SURPRISE,1376721838731055109
580,SURPRISE,1311925281058361348
581,FEAR,1400158059020701697
582,ANGER,1378781336475992066
583,ANTICIPATION,1390102718774140929
584,ANGER,1333670409603080193
585,SURPRISE,1258519520588689409
586,SADNESS,1315139441485324288
587,ANGER,1354210175876542468
588,DISGUST,1315795800547561475
589,SADNESS,1375914350364532743
590,DISGUST,1257314363695755264
591,TRUST,1253168216668549132
592,DISGUST,1331271543066816512
593,ANGER,1266130959616708608
594,TRUST,1363527036128616451
595,NONE,1336409959668609025
596,SURPRISE,1287854394734710784
597,SADNESS,1280548065749983233
598,SADNESS,1346871323583197184
599,TRUST,1245763879445069825
600,DISGUST,1249556016607485952
601,SURPRISE,1407337211947892748
602,DISGUST,1396900619546411010
603,SURPRISE,1319819300782272512
604,JOY,1262980291276279809
605,NONE,1374926069514522624
606,SURPRISE,1400976812059017219
607,SURPRISE,1312108740368236544
608,NONE,1259550975255351296
609,ANTICIPATION,1441553477285470209
610,JOY,1450446311317250048
611,FEAR,1398493828873601025
612,ANGER,1288497562950012928
613,SADNESS,1278009273734184960
614,NONE,1295915222151188482
615,ANGER,1398345894832087046
616,TRUST,1318263564466049025
617,ANGER,1352709460754649088
618,FEAR,1348698774764310529
619,SADNESS,1283148667491438594
620,SADNESS,1388539135275720705
621,NONE,1245541146689822720
622,SURPRISE,1363184722336047109
623,TRUST,1364931718550081539
624,SURPRISE,1264237086468640769
625,SURPRISE,1271790522601033728
626,FEAR,1256700502315864071
627,ANGER,1348759062943584256
628,SADNESS,1334908618009939968
629,NONE,1249274326752190466
630,JOY,1350186349022900225
631,NONE,1382531391846375428
632,ANGER,1439237009910943752
633,NONE,1255176439361531904
634,NONE,1448478951051984898
635,ANGER,1248796069502291971
636,SURPRISE,1259853077181534208
637,ANGER,1355546770198188040
638,DISGUST,1336310703104413708
639,TRUST,1331411750420361216
640,JOY,1412610775294808070
641,JOY,1254534293591928834
642,SADNESS,1248695198491820032
643,SURPRISE,1262412603122475011
644,SURPRISE,1253898797530439681
645,TRUST,1298713989455609857
646,SURPRISE,1275944431393398792
647,ANGER,1271874665884127232
648,SURPRISE,1292098910123483137
649,NONE,1245574613288890371
650,ANTICIPATION,1313532184897236993
651,SADNESS,1308930422605254656
652,NONE,1276188230463950850
653,TRUST,1337593944633446403
654,TRUST,1354247338198528005
655,NONE,1442902638324977667
656,SURPRISE,1250809276576280576
657,JOY,1254552484196110337
658,SADNESS,1304900776251269120
659,SURPRISE,1256838464248647680
660,SADNESS,1246298596925779969
661,SADNESS,1338708782868615169
662,TRUST,1311653150458249219
663,SURPRISE,1274070604639989760
664,ANGER,1302063729400377346
665,SADNESS,1448681098184060936
666,ANGER,1289648382680551425
667,ANGER,1273982201298685952
668,SADNESS,1247581777134333952
669,SURPRISE,1249159348326187015
670,FEAR,1340561902464761856
671,SURPRISE,1397007582305394699
672,NONE,1245511030936973314
673,NONE,1246537226302840833
674,ANTICIPATION,1278748201391185921
675,ANTICIPATION,1273299069016948742
676,SURPRISE,1279431467454644228
677,NONE,1251022930626019329
678,FEAR,1288928018690387974
679,NONE,1282686640432054273
680,ANGER,1453527181104140292
681,SURPRISE,1255722386424426496
682,TRUST,1285614764639563778
683,DISGUST,1287872797243449344
684,ANTICIPATION,1422711529271611398
685,TRUST,1266085834735878144
686,TRUST,1262449935682658307
687,TRUST,1318572777423708160
688,ANGER,1356974290084769796
689,SURPRISE,1353409306184593409
690,SADNESS,1287987298118897665
691,NONE,1302765243689439233
692,NONE,1261269251534589952
693,ANGER,1320442616639594497
694,DISGUST,1336334808339734532
695,SADNESS,1287719561320513536
696,SURPRISE,1267206397021900801
697,SURPRISE,1350833644106088450
698,TRUST,1357365657554272260
699,TRUST,1445481562741510144
700,SURPRISE,1375632039102283776
701,ANTICIPATION,1282796639451783169
702,JOY,1249066689725161473
703,SURPRISE,1249471316736032769
704,NONE,1247911480156012545
705,JOY,1261322510387359745
706,SURPRISE,1366071743505432576
707,NONE,1252301338366537731
708,ANGER,1342499655641399297
709,DISGUST,1418935303994290193
710,ANTICIPATION,1315312338166321153
711,SURPRISE,1253867309934018560
712,SURPRISE,1254782644044181505
713,JOY,1379823870287355904
714,ANTICIPATION,1256363283616940032
715,SURPRISE,1357902897992896513
716,FEAR,1456276513959997450
717,SADNESS,1335659993203347456
718,SURPRISE,1349779702026788865
719,ANGER,1306630891834404865
720,DISGUST,1435306099691954178
721,SURPRISE,1249489875373568007
722,JOY,1257864593952522240
723,SURPRISE,1415496754787717122
724,NONE,1262885954492280832
725,SURPRISE,1262177375565099008
726,NONE,1322189904265302025
727,SADNESS,1256037225982242823
728,NONE,1256993628997718018
729,SURPRISE,1387033905954447360
730,DISGUST,1331397252850593793
731,NONE,1329762448254128129
732,NONE,1263849344236650497
733,JOY,1287951040617295875
734,DISGUST,1265412199696273415
735,JOY,1433482785323294745
736,JOY,1268935324119547907
737,ANTICIPATION,1261461925516341248
738,JOY,1268319077698682880
739,JOY,1250067290420391938
740,NONE,1257141603401007107
741,ANTICIPATION,1256626814870597633
742,SURPRISE,1332519397634703360
743,SADNESS,1249066457989656576
744,SADNESS,1246551367394693121
745,TRUST,1342273739556319232
746,TRUST,1394660761365098497
747,ANGER,1398280476515766280
748,NONE,1288486319853895683
749,ANGER,1282143037544706049
750,NONE,1249899677874409473
751,NONE,1319401884474613760
752,NONE,1271052968549376000
753,DISGUST,1331615983639945216
754,ANTICIPATION,1450911423547183118
755,ANGER,1268602523868434436
756,SURPRISE,1359032496571244552
757,TRUST,1268709800071790593
758,JOY,1258265042975371264
759,JOY,1354271929893609472
760,ANTICIPATION,1245808394981826561
761,ANGER,1278070852379119616
762,TRUST,1323820995841544193
763,SURPRISE,1362206290139901960
764,SURPRISE,1397044177578377218
765,FEAR,1249178026623078402
766,SURPRISE,1287943219158880256
767,DISGUST,1251519861769089036
768,TRUST,1257468281058926593
769,ANGER,1321297096683737089
770,ANTICIPATION,1275806840933105669
771,ANGER,1266776680690925573
772,SURPRISE,1253334034194690051
773,FEAR,1280407125500583936
774,FEAR,1248389900971307009
775,SURPRISE,1247049733786554370
776,NONE,1275953060636958720
777,ANGER,1278187173980917763
778,SURPRISE,1278205017489637379
779,SURPRISE,1368358435255771140
780,SURPRISE,1250952946260627457
781,SURPRISE,1260879358752813058
782,NONE,1249500863867097089
783,SURPRISE,1377027831734149121
784,ANGER,1346505511882035200
785,ANGER,1340009039271477248
786,DISGUST,1257187906667642880
787,SURPRISE,1345600029625610242
788,NONE,1352293892008235008
789,DISGUST,1339396971635695617
790,NONE,1354499490615599121
791,NONE,1269844308955299841
792,ANTICIPATION,1265005316011429900
793,ANGER,1250801825495814146
794,NONE,1276488734050000902
795,JOY,1452765874943844355
796,TRUST,1379851436285165579
797,SURPRISE,1422331091755704320
798,NONE,1311497800190889984
799,SURPRISE,1376367165146824707
800,JOY,1300428316420304896
801,SURPRISE,1251917841663700992
802,DISGUST,1245565336566587392
803,JOY,1259189250517581826
804,TRUST,1361534177712214018
805,TRUST,1251126590731411456
806,NONE,1251613041730318336
807,DISGUST,1302615896570105859
808,ANGER,1249963984729583616
809,SURPRISE,1347402092021915650
810,JOY,1366986346536001537
811,JOY,1261084114310004745
812,SURPRISE,1381998788265529352
813,SURPRISE,1428720036714254346
814,ANTICIPATION,1255882946327777282
815,SURPRISE,1292609396560637952
816,NONE,1422777572639744004
817,DISGUST,1340700663869804546
818,DISGUST,1315824164100603904
819,NONE,1406065447288590336
820,NONE,1426330389413613569
821,NONE,1250283682952175620
822,SURPRISE,1448097163137925122
823,JOY,1246272981451620353
824,SURPRISE,1438601089050456069
825,NONE,1252237712721096710
826,JOY,1256634952097169408
827,NONE,1258929624580452352
828,NONE,1292949680394047488
829,ANGER,1337177115314200579
830,ANGER,1457865314805370883
831,JOY,1444218831707283458
832,ANGER,1321911528929460224
833,JOY,1248660659388190723
834,NONE,1422348580560412708
835,SADNESS,1428864338387890178
836,TRUST,1258733182075035650
837,ANGER,1305271458034118656
838,NONE,1336490631435177985
839,SURPRISE,1263872315038797828
840,TRUST,1260318148848283648
841,JOY,1274123648127942656
842,SURPRISE,1253137177640386560
843,ANGER,1252605387465019393
844,SURPRISE,1256038296326733824
845,SURPRISE,1259821057579511809
846,TRUST,1305563172498280451
847,ANGER,1289372197073694721
848,TRUST,1245553816163848194
849,JOY,1341847963505713157
850,DISGUST,1330949452547444736
851,SURPRISE,1324877987666419717
852,NONE,1245384829048442888
853,NONE,1372999922778320906
854,NONE,1317225362720493569
855,ANTICIPATION,1337434785438982144
856,TRUST,1254065749934649344
857,NONE,1347024762804064258
858,ANTICIPATION,1246219205252349954
859,SURPRISE,1256297396985720832
860,ANGER,1353726582360301574
861,ANGER,1405311790649593860
862,ANGER,1379281752024305667
863,SADNESS,1286024861085626368
864,SURPRISE,1281045485877223425
865,JOY,1292628278126288898
866,ANGER,1264582493119959040
867,SURPRISE,1346489363987890178
868,ANGER,1284334514106327040
869,SURPRISE,1279176874212515841
870,SADNESS,1295124019130372096
871,SURPRISE,1453557401072898049
872,NONE,1285100428040929280
873,SURPRISE,1355688162367074306
874,SURPRISE,1310420395229614080
875,SURPRISE,1386689153841172484
876,SURPRISE,1426201333896564742
877,TRUST,1417909234587488256
878,ANGER,1245060839503257600
879,JOY,1336735608312492032
880,DISGUST,1311809133436440579
881,ANGER,1307699492448280576
882,NONE,1273458704126545920
883,DISGUST,1332772506588033026
884,JOY,1269803345235058688
885,JOY,1262358080383303680
886,TRUST,1253747337676992512
887,NONE,1252259410992300038
888,ANTICIPATION,1387057578811838468
889,SURPRISE,1247197934619250688
890,DISGUST,1378794687880949762
891,TRUST,1394710121511493633
892,SURPRISE,1353552191836069889
893,DISGUST,1415310585466605575
