,EMOTION,TWEET_ID
74,ANTICIPA,1385960731691012099
75,ANTICIPA,1332928082328621063
76,ENOJO,1256396607102373888
77,ACEPTA,1263169360870416388
78,ALEGRIA,1245219428633055232
79,SORPRESA,1265132181061500928
80,NO,1383413522286080010
81,ACEPTA,1426557330603352065
82,ASCO,1272632771375054848
83,ALEGRIA,1283926252492029952
84,TRISTEZA,1337635641954160643
85,ANTICIPA,1252717394969063424
86,ALEGRIA,1328464692931682309
87,SORPRESA,1285595074689032192
88,NO,1249485378723237892
89,TRISTEZA,1245184545734918145
90,ASCO,1284331653121310721
91,ENOJO,1328748002597539840
92,ENOJO,1442880273398566920
93,ANTICIPA,1251937504602787841
94,MIEDO,1288817516039540736
95,ALEGRIA,1296447043255382017
96,SORPRESA,1304096654921011204
97,ACEPTA,1405183753077600262
98,ANTICIPA,1263893242623528961
99,ENOJO,1247605367615324161
100,SORPRESA,1249472711371321344
101,TRISTEZA,1347312783415783424
102,TRISTEZA,1435429690433576961
103,ENOJO,1443723214748897285
104,SORPRESA,1300294843525144576
105,TRISTEZA,1355701594986336256
106,ENOJO,1345793971864403970
107,NO,1418580550785376262
108,SORPRESA,1263947799529308160
109,ACEPTA,1322369049922203648
110,NO,1253484090763984902
111,ANTICIPA,1433941801979711499
112,ENOJO,1289198749760200706
113,NO,1342296052238577664
114,ENOJO,1332888608215363586
115,TRISTEZA,1305200318507085825
116,ALEGRIA,1268370216121237504
117,ALEGRIA,1336402658429706240
118,ENOJO,1271598319362551809
119,TRISTEZA,1337597829963890690
120,ASCO,1396974334099353603
121,ENOJO,1424716374803423233
122,TRISTEZA,1447715691029696512
123,ASCO,1354580467480199172
124,ALEGRIA,1259548852303982592
125,TRISTEZA,1287582942395396096
126,NO,1263354261364039680
127,SORPRESA,1414077796192817152
128,ENOJO,1382089966302416900
129,ALEGRIA,1449947635054305280
130,ANTICIPA,1300176873591312384
131,ASCO,1391235127808692230
132,ENOJO,1347646983645892609
133,ACEPTA,1263877838832234496
134,ACEPTA,1259539048617480192
135,ASCO,1353825659655581696
136,SORPRESA,1346109960153915392
137,NO,1351618918629175296
138,ASCO,1266078824997040128
139,NO,1268350970892742656
140,NO,1287010009579171841
141,ALEGRIA,1338709623428308993
142,SORPRESA,1272918138007494656
143,ASCO,1350285821820227590
144,SORPRESA,1275535037165965314
145,ASCO,1302615634803666952
146,ENOJO,1254160715583238146
147,NO,1350250566971236356
148,ACEPTA,1374876828138098690
149,ACEPTA,1351984224409157633
150,ANTICIPA,1309893923158896640
151,NO,1249672711296647170
152,MIEDO,1442945835059187714
153,ASCO,1251188492815806464
154,NO,1436011730878930983
155,ACEPTA,1346891603479293952
156,ANTICIPA,1351201613743083520
157,NO,1278437796819152897
158,NO,1309492599107985408
159,NO,1351665087338209280
160,SORPRESA,1310008999870427137
161,ALEGRIA,1266863564909879296
162,ALEGRIA,1252634893848281092
163,SORPRESA,1351341113794244609
164,ALEGRIA,1263587404268503042
165,ANTICIPA,1291507597820989440
166,ASCO,1307997663225282560
167,ENOJO,1322547932244054016
168,SORPRESA,1247381118145396742
169,ENOJO,1251522118803755015
170,NO,1249872106302500870
171,ANTICIPA,1327470848647831557
172,NO,1379883086188515339
173,NO,1366640035748012034
174,ASCO,1245861884537876480
175,ALEGRIA,1343598899110408192
176,SORPRESA,1446338701483724831
177,ASCO,1348882782269788161
178,SORPRESA,1291956230802608128
179,ENOJO,1294338129009078272
180,SORPRESA,1251713386544594945
181,SORPRESA,1352740079010275328
182,ASCO,1325252057071235073
183,SORPRESA,1277032549945094145
184,SORPRESA,1311151416485048325
185,ANTICIPA,1258757006342721537
186,NO,1247522390969421831
187,SORPRESA,1294049125059530753
188,NO,1361147719834771456
189,ANTICIPA,1379131038148988932
190,MIEDO,1253493993213767684
191,NO,1378731948298878983
192,ENOJO,1250062610948595712
193,ACEPTA,1453214310080077825
194,ALEGRIA,1282485427878928384
195,SORPRESA,1261676126918844417
196,ANTICIPA,1301888366737338369
197,NO,1249435584285888515
198,ALEGRIA,1271211602285662214
199,ACEPTA,1446996526979588101
200,NO,1275740744465240066
201,ANTICIPA,1263308083431956480
202,ENOJO,1340076554001522697
203,SORPRESA,1283956091475329026
204,NO,1402642783211565076
205,NO,1297643970105872384
206,ACEPTA,1280172303268093952
207,SORPRESA,1435299097091715075
208,ACEPTA,1253731380485222400
209,NO,1289689478362271744
210,ALEGRIA,1332022971314151424
211,ANTICIPA,1274723385377992705
212,ANTICIPA,1414296479460696065
213,ANTICIPA,1273457731501002752
214,ACEPTA,1365695626009313284
215,ASCO,1246094888950796293
216,NO,1353299511960068096
217,ASCO,1320550915104002057
218,ENOJO,1279065997207638017
219,TRISTEZA,1272428257137303552
220,NO,1289345421848977409
221,SORPRESA,1452343428700803073
222,ENOJO,1432491671850192898
223,ACEPTA,1388905120549810186
224,NO,1348999757927227393
225,ENOJO,1447008384478236674
226,NO,1332052556873420804
227,ACEPTA,1282075331483045889
228,ALEGRIA,1283783234040537094
229,NO,1251963058081103874
230,ANTICIPA,1250479816081575937
231,NO,1281642165479907330
232,TRISTEZA,1412950582923567105
233,SORPRESA,1253013417578782721
234,ACEPTA,1393730806829420546
235,ALEGRIA,1340347182730399745
236,ANTICIPA,1263210326415163392
237,SORPRESA,1346190675633692672
238,NO,1248372091763576832
239,ANTICIPA,1424086225137377283
240,SORPRESA,1270762879550025729
241,ALEGRIA,1270342480958042112
242,ACEPTA,1268710997763788802
243,ACEPTA,1351382607372533760
244,SORPRESA,1267117017997479936
245,ASCO,1428509503801151495
246,ACEPTA,1343329077059493888
247,SORPRESA,1263900347619213314
248,NO,1413352214257717248
249,ENOJO,1257104019127971840
250,MIEDO,1314007699072389120
251,ANTICIPA,1258154854616305665
252,SORPRESA,1401553842215571466
253,ENOJO,1265336997784154113
254,ALEGRIA,1252268158292946944
255,TRISTEZA,1296699891855568896
256,ANTICIPA,1293943262613364737
257,ASCO,1327614519036817409
258,ASCO,1275407247707795456
259,ENOJO,1337832854584233985
260,ASCO,1359333303069909001
261,ENOJO,1282403086796042242
262,ACEPTA,1411041078430535684
263,ASCO,1288331755594940416
264,ACEPTA,1331265457219727360
265,ANTICIPA,1260694604262842369
266,ALEGRIA,1377344497235861506
267,ENOJO,1274170077818916866
268,NO,1246777572639326208
269,NO,1338600513751773185
270,ACEPTA,1346547425234698240
271,ASCO,1247419144699555842
272,ANTICIPA,1421607252784418817
273,SORPRESA,1323630520253763584
274,NO,1250222442687102979
275,ACEPTA,1363717067782955014
276,NO,1376622998443094019
277,TRISTEZA,1254886898750967811
278,ACEPTA,1254061520570519555
279,NO,1279825570449231873
280,NO,1245139187915010049
281,SORPRESA,1350925223923597314
282,NO,1422350013615677465
283,NO,1300784034306502656
284,ACEPTA,1374731853702307840
285,ACEPTA,1461242484944683009
286,ALEGRIA,1363180570948247560
287,ANTICIPA,1279842802399141890
288,NO,1359343546684350464
289,ALEGRIA,1270837806852501505
290,NO,1266407878111436800
291,NO,1264307857157218304
292,NO,1251555991293792256
293,ASCO,1274466115993743362
294,ASCO,1340121179407986689
295,ACEPTA,1283533371914760194
296,SORPRESA,1317624662696878081
297,SORPRESA,1265332363757838337
298,NO,1254638903849562112
299,ACEPTA,1434864641830637571
300,SORPRESA,1288624299075497984
301,ANTICIPA,1264552562277191686
302,ANTICIPA,1321512912293384194
303,ASCO,1288651187558821888
304,NO,1287927542234505216
305,TRISTEZA,1416251472883425280
306,ANTICIPA,1282886383057674252
307,SORPRESA,1261054019876904962
308,TRISTEZA,1248471132602171394
309,ANTICIPA,1393177759996948484
310,ACEPTA,1248116476114079744
311,ENOJO,1339449935557746688
312,SORPRESA,1423794991223255041
313,ENOJO,1246645926816612352
314,ACEPTA,1284116490090803200
315,SORPRESA,1275533322773553153
316,MIEDO,1255288024310702081
317,ALEGRIA,1250873914923900930
318,ACEPTA,1252417691874234368
319,TRISTEZA,1264453212649730050
320,ALEGRIA,1355605787666755585
321,TRISTEZA,1362827370470776837
322,ASCO,1352014116223795200
323,ENOJO,1345965924923404288
324,SORPRESA,1338667369451958272
325,ENOJO,1247767401925492742
326,ASCO,1404782924306825216
327,SORPRESA,1361139347257495555
328,ALEGRIA,1293189257121501186
329,NO,1256757190926442498
330,ASCO,1415440646345723908
331,SORPRESA,1301215368925642752
332,SORPRESA,1247021626320969733
333,SORPRESA,1286816979098038273
334,ANTICIPA,1253337279965216772
335,ACEPTA,1459581398084370442
336,ACEPTA,1255224867265404941
337,ALEGRIA,1448312760702574593
338,ACEPTA,1250240512000319488
339,ASCO,1266047797528231936
340,ENOJO,1340420098914455552
341,SORPRESA,1382028296867749893
342,ACEPTA,1354092952356745218
343,ACEPTA,1277315938363244545
344,ENOJO,1250184360319496199
345,ENOJO,1249902701514801153
346,SORPRESA,1250463096738582529
347,ALEGRIA,1247908335833223169
348,ENOJO,1379440951584776200
349,ENOJO,1257061250900439042
350,ACEPTA,1464197307260452878
351,ENOJO,1328064956978302981
352,ASCO,1329848271821565952
353,ALEGRIA,1303304905629872130
354,NO,1374719582229819396
355,ASCO,1335745729948684290
356,ASCO,1271989476433133568
357,ACEPTA,1430349660540055552
358,ANTICIPA,1333529226385846272
359,SORPRESA,1418695481794957321
360,ENOJO,1397661199253258242
361,ASCO,1429327723877523459
362,SORPRESA,1320781885652520961
363,TRISTEZA,1258777961702068225
364,ACEPTA,1360975339753668612
365,ACEPTA,1252850162944229381
366,ALEGRIA,1293320622681006092
367,ANTICIPA,1256981913727725568
368,ANTICIPA,1274909993536389120
369,ACEPTA,1260234184536326144
370,ACEPTA,1347760020558139394
371,ANTICIPA,1260483069192126472
372,TRISTEZA,1354270211474526208
373,MIEDO,1247012855821602817
374,ALEGRIA,1365026028876349446
375,ASCO,1277418543752065024
376,SORPRESA,1340885118328647680
377,ACEPTA,1252636823223824384
378,ACEPTA,1245060589740634112
379,ENOJO,1312353234808233984
380,ASCO,1269766280262762496
381,ANTICIPA,1408443521724522496
382,TRISTEZA,1280242108461449217
383,SORPRESA,1356374276262211586
384,TRISTEZA,1258373588802957312
385,NO,1317242471781457924
386,NO,1265325229863251970
387,ALEGRIA,1381821351254585345
388,SORPRESA,1333989010130292736
389,ACEPTA,1247189265861271553
390,ASCO,1367334892242141190
391,NO,1352625855999209475
392,NO,1262440753764204544
393,SORPRESA,1400007383443771395
394,ASCO,1341895594160361478
395,ALEGRIA,1458467976340934661
396,ASCO,1353510207008157696
397,ANTICIPA,1271130207215378433
398,ANTICIPA,1407425572238774276
399,ASCO,1277096817793159169
400,SORPRESA,1245369479737020417
401,ACEPTA,1250639771828920321
402,SORPRESA,1317671206741594112
403,ACEPTA,1284653052998254592
404,ACEPTA,1421110064929288195
405,ANTICIPA,1278087887381131265
406,ASCO,1248371074707812358
407,ANTICIPA,1282010977408614401
408,ALEGRIA,1349130183245234176
409,ALEGRIA,1408806957922799621
410,ASCO,1246555855845113856
411,ANTICIPA,1394791035075796992
412,ENOJO,1271678480040804352
413,ENOJO,1305350449470603270
414,ANTICIPA,1422234736269930499
415,ASCO,1285796671511826432
416,ENOJO,1258557774419513344
417,ENOJO,1288878837921652743
418,ACEPTA,1255273646219767810
419,ASCO,1342875862597820419
420,ENOJO,1249173166171344896
421,ACEPTA,1268700577074200578
422,NO,1278552600581943296
423,SORPRESA,1303456391051513859
424,ASCO,1427355287871266822
425,ALEGRIA,1260634669466304512
426,TRISTEZA,1334997369553825794
427,ANTICIPA,1420789383674830850
428,ASCO,1466174713084870656
429,ANTICIPA,1264986471158538241
430,ACEPTA,1269427264707387394
431,ALEGRIA,1246993993126350848
432,SORPRESA,1328404040653410308
433,ENOJO,1387627024848728066
434,SORPRESA,1245933299874164737
435,NO,1305043445132656640
436,ANTICIPA,1413992191186325505
437,ENOJO,1271228321762701313
438,NO,1248067527340707846
439,ASCO,1354315677276975105
440,ACEPTA,1374808566792650752
441,TRISTEZA,1311001749730332674
442,ALEGRIA,1349386803241914369
443,ENOJO,1294371852488384512
444,ENOJO,1385817231930527753
445,NO,1246877567111569414
446,MIEDO,1449960622439948289
447,ACEPTA,1335778123208675329
448,ACEPTA,1257661316426276864
449,ACEPTA,1333608476652802048
450,ALEGRIA,1288289714189905922
451,SORPRESA,1250814846066741249
452,ACEPTA,1345522157330157569
453,SORPRESA,1246302282406408192
454,ASCO,1259245351535431681
455,ENOJO,1355982273510846464
456,ALEGRIA,1420772401596534789
457,NO,1270438113710612480
458,ASCO,1347223074505175041
459,ACEPTA,1333362183741313024
460,MIEDO,1308126007912587265
461,NO,1246832948902391809
462,ACEPTA,1361166349012197378
463,ALEGRIA,1416406492450861065
464,TRISTEZA,1266135974867681280
465,ENOJO,1259887266375204867
466,ACEPTA,1261007903890083841
467,NO,1294143510497488896
468,ENOJO,1311333893883203591
469,ACEPTA,1270758555885305856
470,ACEPTA,1421469420141137925
471,ACEPTA,1333158088183058432
472,NO,1248925020644130822
473,SORPRESA,1263451635302518786
474,ASCO,1316344223000657920
475,SORPRESA,1270865886484721665
476,ENOJO,1397550431434313732
477,NO,1293647364104900609
478,ANTICIPA,1256333957341212673
479,ENOJO,1285735307195879430
480,SORPRESA,1249857829269315585
481,ENOJO,1263433961868414976
482,NO,1263249103473033216
483,ALEGRIA,1249189171626983427
484,SORPRESA,1283178568240050176
485,ACEPTA,1282507635884007431
486,ACEPTA,1259678975393226758
487,NO,1246908474296086529
488,ALEGRIA,1287428456402255872
489,SORPRESA,1386018882029301760
490,ANTICIPA,1388160216928186371
491,TRISTEZA,1359384416485658624
492,ALEGRIA,1261048940268367873
493,TRISTEZA,1321320210557624320
494,MIEDO,1252303148083011584
495,MIEDO,1426680765539028992
496,ACEPTA,1283080363724746753
497,SORPRESA,1330693319630917632
498,SORPRESA,1449405482939072515
499,TRISTEZA,1451375911480307716
500,NO,1251768307293847552
501,ACEPTA,1428380455913541635
502,ALEGRIA,1380266100991127555
503,MIEDO,1462201797855137793
504,NO,1266838150606983170
505,ACEPTA,1266512873427255298
506,SORPRESA,1379622276191154177
507,ASCO,1346829064989007879
508,TRISTEZA,1276170257762222080
509,NO,1376426936054988800
510,ANTICIPA,1255335536044249088
511,SORPRESA,1254482798951321600
512,NO,1295431165826838528
513,SORPRESA,1329620070775996416
514,ALEGRIA,1357728308314730500
515,ENOJO,1252642023556907011
516,ACEPTA,1248346289487544320
517,SORPRESA,1349133530291265537
518,SORPRESA,1272582620929384449
519,ANTICIPA,1391264270369832960
520,ENOJO,1257783685719355392
521,ASCO,1260297424494448640
522,ENOJO,1270919679608074242
523,ENOJO,1249533309580988417
524,ENOJO,1322023042298507265
525,ACEPTA,1354490252438732800
526,SORPRESA,1264683930801909760
527,ALEGRIA,1253446940437745664
528,ACEPTA,1393419147653046273
529,ENOJO,1442611790056202241
530,SORPRESA,1416405330381230083
531,ANTICIPA,1245208604661055490
532,ALEGRIA,1264803070040555520
533,ENOJO,1341212114531348481
534,ALEGRIA,1422310516043751429
535,ENOJO,1280516810568327172
536,ALEGRIA,1337626596417605632
537,ACEPTA,1412778242818330624
538,ACEPTA,1359221003176407040
539,ACEPTA,1392553579437772802
540,ACEPTA,1259138433852686336
541,SORPRESA,1308063303675965442
542,SORPRESA,1396510831567900676
543,SORPRESA,1247200480125751296
544,ACEPTA,1426245186267516929
545,SORPRESA,1250848872378757120
546,TRISTEZA,1257443006896095237
547,ASCO,1252631831696080897
548,SORPRESA,1354984413650702342
549,SORPRESA,1260251286710243328
550,SORPRESA,1355892661518012418
551,ALEGRIA,1293645548906516485
552,ACEPTA,1257690105109778432
553,SORPRESA,1424932114948968450
554,SORPRESA,1359320092136378372
555,SORPRESA,1265876521865994240
556,SORPRESA,1288189112814632961
557,SORPRESA,1348905949206110208
558,ACEPTA,1342882043106127873
559,SORPRESA,1258914180494700552
560,NO,1296497999556665344
561,ALEGRIA,1390049371731922947
562,ANTICIPA,1255432981507866624
563,ASCO,1255874852654690304
564,NO,1387264704205266944
565,SORPRESA,1274123325292244993
566,ASCO,1369505203393855491
567,ACEPTA,1280626652368773122
568,SORPRESA,1288575776380444672
569,ANTICIPA,1254889196118061056
570,SORPRESA,1259647031800467456
571,ACEPTA,1251500215389040646
572,ACEPTA,1350887920530558983
573,SORPRESA,1394383204807741446
574,SORPRESA,1336850361647132675
575,TRISTEZA,1272245522401603584
576,ENOJO,1285796295622496256
577,ASCO,1248401947297636353
578,ENOJO,1249056030744440832
579,SORPRESA,1376721838731055109
580,SORPRESA,1311925281058361348
581,MIEDO,1400158059020701697
582,ENOJO,1378781336475992066
583,ANTICIPA,1390102718774140929
584,ENOJO,1333670409603080193
585,SORPRESA,1258519520588689409
586,TRISTEZA,1315139441485324288
587,ENOJO,1354210175876542468
588,ASCO,1315795800547561475
589,TRISTEZA,1375914350364532743
590,ASCO,1257314363695755264
591,ACEPTA,1253168216668549132
592,ASCO,1331271543066816512
593,ENOJO,1266130959616708608
594,ACEPTA,1363527036128616451
595,NO,1336409959668609025
596,SORPRESA,1287854394734710784
597,TRISTEZA,1280548065749983233
598,TRISTEZA,1346871323583197184
599,ACEPTA,1245763879445069825
600,ASCO,1249556016607485952
601,SORPRESA,1407337211947892748
602,ASCO,1396900619546411010
603,SORPRESA,1319819300782272512
604,ALEGRIA,1262980291276279809
605,NO,1374926069514522624
606,SORPRESA,1400976812059017219
607,SORPRESA,1312108740368236544
608,NO,1259550975255351296
609,ANTICIPA,1441553477285470209
610,ALEGRIA,1450446311317250048
611,MIEDO,1398493828873601025
612,ENOJO,1288497562950012928
613,TRISTEZA,1278009273734184960
614,NO,1295915222151188482
615,ENOJO,1398345894832087046
616,ACEPTA,1318263564466049025
617,ENOJO,1352709460754649088
618,MIEDO,1348698774764310529
619,TRISTEZA,1283148667491438594
620,TRISTEZA,1388539135275720705
621,NO,1245541146689822720
622,SORPRESA,1363184722336047109
623,ACEPTA,1364931718550081539
624,SORPRESA,1264237086468640769
625,SORPRESA,1271790522601033728
626,MIEDO,1256700502315864071
627,ENOJO,1348759062943584256
628,TRISTEZA,1334908618009939968
629,NO,1249274326752190466
630,ALEGRIA,1350186349022900225
631,NO,1382531391846375428
632,ENOJO,1439237009910943752
633,NO,1255176439361531904
634,NO,1448478951051984898
635,ENOJO,1248796069502291971
636,SORPRESA,1259853077181534208
637,ENOJO,1355546770198188040
638,ASCO,1336310703104413708
639,ACEPTA,1331411750420361216
640,ALEGRIA,1412610775294808070
641,ALEGRIA,1254534293591928834
642,TRISTEZA,1248695198491820032
643,SORPRESA,1262412603122475011
644,SORPRESA,1253898797530439681
645,ACEPTA,1298713989455609857
646,SORPRESA,1275944431393398792
647,ENOJO,1271874665884127232
648,SORPRESA,1292098910123483137
649,NO,1245574613288890371
650,ANTICIPA,1313532184897236993
651,TRISTEZA,1308930422605254656
652,NO,1276188230463950850
653,ACEPTA,1337593944633446403
654,ACEPTA,1354247338198528005
655,NO,1442902638324977667
656,SORPRESA,1250809276576280576
657,ALEGRIA,1254552484196110337
658,TRISTEZA,1304900776251269120
659,SORPRESA,1256838464248647680
660,TRISTEZA,1246298596925779969
661,TRISTEZA,1338708782868615169
662,ACEPTA,1311653150458249219
663,SORPRESA,1274070604639989760
664,ENOJO,1302063729400377346
665,TRISTEZA,1448681098184060936
666,ENOJO,1289648382680551425
667,ENOJO,1273982201298685952
668,TRISTEZA,1247581777134333952
669,SORPRESA,1249159348326187015
670,MIEDO,1340561902464761856
671,SORPRESA,1397007582305394699
672,NO,1245511030936973314
673,NO,1246537226302840833
674,ANTICIPA,1278748201391185921
675,ANTICIPA,1273299069016948742
676,SORPRESA,1279431467454644228
677,NO,1251022930626019329
678,MIEDO,1288928018690387974
679,NO,1282686640432054273
680,ENOJO,1453527181104140292
681,SORPRESA,1255722386424426496
682,ACEPTA,1285614764639563778
683,ASCO,1287872797243449344
684,ANTICIPA,1422711529271611398
685,ACEPTA,1266085834735878144
686,ACEPTA,1262449935682658307
687,ACEPTA,1318572777423708160
688,ENOJO,1356974290084769796
689,SORPRESA,1353409306184593409
690,TRISTEZA,1287987298118897665
691,NO,1302765243689439233
692,NO,1261269251534589952
693,ENOJO,1320442616639594497
694,ASCO,1336334808339734532
695,TRISTEZA,1287719561320513536
696,SORPRESA,1267206397021900801
697,SORPRESA,1350833644106088450
698,ACEPTA,1357365657554272260
699,ACEPTA,1445481562741510144
700,SORPRESA,1375632039102283776
701,ANTICIPA,1282796639451783169
702,ALEGRIA,1249066689725161473
703,SORPRESA,1249471316736032769
704,NO,1247911480156012545
705,ALEGRIA,1261322510387359745
706,SORPRESA,1366071743505432576
707,NO,1252301338366537731
708,ENOJO,1342499655641399297
709,ASCO,1418935303994290193
710,ANTICIPA,1315312338166321153
711,SORPRESA,1253867309934018560
712,SORPRESA,1254782644044181505
713,ALEGRIA,1379823870287355904
714,ANTICIPA,1256363283616940032
715,SORPRESA,1357902897992896513
716,MIEDO,1456276513959997450
717,TRISTEZA,1335659993203347456
718,SORPRESA,1349779702026788865
719,ENOJO,1306630891834404865
720,ASCO,1435306099691954178
721,SORPRESA,1249489875373568007
722,ALEGRIA,1257864593952522240
723,SORPRESA,1415496754787717122
724,NO,1262885954492280832
725,SORPRESA,1262177375565099008
726,NO,1322189904265302025
727,TRISTEZA,1256037225982242823
728,NO,1256993628997718018
729,SORPRESA,1387033905954447360
730,ASCO,1331397252850593793
731,NO,1329762448254128129
732,NO,1263849344236650497
733,ALEGRIA,1287951040617295875
734,ASCO,1265412199696273415
735,ALEGRIA,1433482785323294745
736,ALEGRIA,1268935324119547907
737,ANTICIPA,1261461925516341248
738,ALEGRIA,1268319077698682880
739,ALEGRIA,1250067290420391938
740,NO,1257141603401007107
741,ANTICIPA,1256626814870597633
742,SORPRESA,1332519397634703360
743,TRISTEZA,1249066457989656576
744,TRISTEZA,1246551367394693121
745,ACEPTA,1342273739556319232
746,ACEPTA,1394660761365098497
747,ENOJO,1398280476515766280
748,NO,1288486319853895683
749,ENOJO,1282143037544706049
750,NO,1249899677874409473
751,NO,1319401884474613760
752,NO,1271052968549376000
753,ASCO,1331615983639945216
754,ANTICIPA,1450911423547183118
755,ENOJO,1268602523868434436
756,SORPRESA,1359032496571244552
757,ACEPTA,1268709800071790593
758,ALEGRIA,1258265042975371264
759,ALEGRIA,1354271929893609472
760,ANTICIPA,1245808394981826561
761,ENOJO,1278070852379119616
762,ACEPTA,1323820995841544193
763,SORPRESA,1362206290139901960
764,SORPRESA,1397044177578377218
765,MIEDO,1249178026623078402
766,SORPRESA,1287943219158880256
767,ASCO,1251519861769089036
768,ACEPTA,1257468281058926593
769,ENOJO,1321297096683737089
770,ANTICIPA,1275806840933105669
771,ENOJO,1266776680690925573
772,SORPRESA,1253334034194690051
773,MIEDO,1280407125500583936
774,MIEDO,1248389900971307009
775,SORPRESA,1247049733786554370
776,NO,1275953060636958720
777,ENOJO,1278187173980917763
778,SORPRESA,1278205017489637379
779,SORPRESA,1368358435255771140
780,SORPRESA,1250952946260627457
781,SORPRESA,1260879358752813058
782,NO,1249500863867097089
783,SORPRESA,1377027831734149121
784,ENOJO,1346505511882035200
785,ENOJO,1340009039271477248
786,ASCO,1257187906667642880
787,SORPRESA,1345600029625610242
788,NO,1352293892008235008
789,ASCO,1339396971635695617
790,NO,1354499490615599121
791,NO,1269844308955299841
792,ANTICIPA,1265005316011429900
793,ENOJO,1250801825495814146
794,NO,1276488734050000902
795,ALEGRIA,1452765874943844355
796,ACEPTA,1379851436285165579
797,SORPRESA,1422331091755704320
798,NO,1311497800190889984
799,SORPRESA,1376367165146824707
800,ALEGRIA,1300428316420304896
801,SORPRESA,1251917841663700992
802,ASCO,1245565336566587392
803,ALEGRIA,1259189250517581826
804,ACEPTA,1361534177712214018
805,ACEPTA,1251126590731411456
806,NO,1251613041730318336
807,ASCO,1302615896570105859
808,ENOJO,1249963984729583616
809,SORPRESA,1347402092021915650
810,ALEGRIA,1366986346536001537
811,ALEGRIA,1261084114310004745
812,SORPRESA,1381998788265529352
813,SORPRESA,1428720036714254346
814,ANTICIPA,1255882946327777282
815,SORPRESA,1292609396560637952
816,NO,1422777572639744004
817,ASCO,1340700663869804546
818,ASCO,1315824164100603904
819,NO,1406065447288590336
820,NO,1426330389413613569
821,NO,1250283682952175620
822,SORPRESA,1448097163137925122
823,ALEGRIA,1246272981451620353
824,SORPRESA,1438601089050456069
825,NO,1252237712721096710
826,ALEGRIA,1256634952097169408
827,NO,1258929624580452352
828,NO,1292949680394047488
829,ENOJO,1337177115314200579
830,ENOJO,1457865314805370883
831,ALEGRIA,1444218831707283458
832,ENOJO,1321911528929460224
833,ALEGRIA,1248660659388190723
834,NO,1422348580560412708
835,TRISTEZA,1428864338387890178
836,ACEPTA,1258733182075035650
837,ENOJO,1305271458034118656
838,NO,1336490631435177985
839,SORPRESA,1263872315038797828
840,ACEPTA,1260318148848283648
841,ALEGRIA,1274123648127942656
842,SORPRESA,1253137177640386560
843,ENOJO,1252605387465019393
844,SORPRESA,1256038296326733824
845,SORPRESA,1259821057579511809
846,ACEPTA,1305563172498280451
847,ENOJO,1289372197073694721
848,ACEPTA,1245553816163848194
849,ALEGRIA,1341847963505713157
850,ASCO,1330949452547444736
851,SORPRESA,1324877987666419717
852,NO,1245384829048442888
853,NO,1372999922778320906
854,NO,1317225362720493569
855,ANTICIPA,1337434785438982144
856,ACEPTA,1254065749934649344
857,NO,1347024762804064258
